id;protocolo;titulo;conteudo;interacao;data;prorrogado;orgao;atendimento;situacao;uf;municipio;poder;esfera;pasta_anexos;nome_anexos
;170425-000100;Câmara dos Deputados;"
Solicito informações sobre a reunião da comissão da reforma de previdência que sera realizada hoje( 25/04/2017).


";Pedido;2017-04-25;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170425-000100;Câmara dos Deputados;"Sr(a) Cezar Augusto Santana Rodrigues,

Conforme solicitado, informamos que aPEC 287/2016estará na pauta de hoje( 25/04/2017) no plenário 02 do anexo 02, com a seguinte pauta




PROPOSTA DE EMENDA À CONSTITUIÇÃO Nº 287/16 - do Poder Executivo - que &quot;altera os arts. 37, 40, 109, 149, 167, 195, 201 e 203 da Constituição, para dispor sobre a seguridade social, estabelece regras de transição e dá outras providências&quot;
RELATOR: Deputado ARTHUR OLIVEIRA MAIA.
PARECER: pela admissibilidade jurídica e legislativa das emendas oferecidas à PEC em exame, e, no mérito, pela rejeição das Emendas nºs 5, 7, 14, 15, 16, 20, 22, 27, 28, 30, 31, 33, 34, 38, 42, 45, 46, 50, 51, 57, 63, 65, 67, 68, 69, 75, 79, 82, 83, 84, 85, 87, 88, 90, 92, 95, 100, 102, 118, 124, 135, 138, 145, 146, 150, 157, 160, 163 e 164, pela aprovação parcial das Emendas nºs 1, 2, 3, 4, 6, 8, 11, 12, 13, 17, 18, 19, 21, 23, 24, 25, 26, 29, 32, 35, 36, 39, 40, 41, 43, 47, 48, 49, 50, 52, 54, 56, 58, 59, 60, 61, 62, 64, 66, 70, 71, 72, 73, 74, 76, 77, 78, 80, 81, 86, 89, 91, 93, 94, 96, 97, 98, 101, 104, 105, 106, 108, 115, 122, 126, 127, 128, 129, 130, 136, 140, 141, 142, 143, 147, 148 e 151, pela aprovação das Emendas nºs 9, 37, 44, 53 e 55, e pela aprovação da Proposta de Emenda à Constituição nº 287, de 2016, tudo nos termos do substitutivo
Vista conjunta aos Deputados Alessandro Molon, Arnaldo Faria de Sá, Bebeto, Darcísio Perondi, Heitor Schuch, Ivan Valente, Lelo Coimbra, Maia Filho e Pepe Vargas, em 19/04/2017.




Caso prefira acompanhar essa proposição pela internet, acesse a página neste endereço XXXXX, onde poderá também cadastrar-se no boletim eletrônico e receber as atualizações sobre a tramitação.
Colocamo-nos sempre à disposição e agradecemos o contato.
Atenciosamente,
Câmara dos Deputados


";Resposta do Pedido;2017-04-25;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170425-000108;Câmara dos Deputados;"

Solicito o telefone do deputado Capitão Augusto.





";Pedido;2017-04-25;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170425-000108;Câmara dos Deputados;"Sr(a) João Batista de Oliveira,



Em atenção ao solicitado, informamos que o contato do gabinete do deputado solicitado é (61)3215-5273.

Para mais informações sobre este parlamentar, acesse o endereço: http://www.camara.leg.br/internet/deputado/dep_Detalhe.asp?id=5830434

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados





";Resposta do Pedido;2017-04-25;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170425-000230;Câmara dos Deputados;por favor gostaria de saber sobre a regra 85 95. foi esquecida? no fim não vai dar na mesma? com certeza absoluta que o governo temer quer segurar por alguns meses  as aposentadorias pendentes, assim fazer caixa... outra coisa que ouvi: a reforma da previdência vai economizar 300 milhoes em 10 anos. por que economizar na aposentadoria do trabalhador? da para explicar?;Pedido;2017-04-25;;Câmara dos Deputados;Parcialmente Atendido;Finalizado;;;Legislativo;Federal;;
;170425-000230;Câmara dos Deputados;"Senhor roberto mantovani,
 
A Câmara dos Deputados agradece seu contato.
 
Em atenção ao solicitado, esclarecemos que seu pedido de informação foi encaminhado  para este Centro de Documentação e Informação para que possamos auxiliar com sua dúvida.
 
Informamos que os serviços de informação e de pesquisa da Câmara dos Deputados têm por objetivo e compromisso apoiar os trabalhos legislativos da Casa, por meio da organização e do tratamento da informação, e prestar atendimento relativo ao trabalho legislativo desta Câmara dos Deputados. A situação relatada exige interpretação de lei para sua aplicação e, portanto, demanda apoio jurídico especializado, que este órgão não oferece. Sugerimos, portanto, buscar orientação na Defensoria Pública de sua cidade, nos diversos serviços jurídicos oferecidos pelas faculdades de Direito, nos sindicatos de categorias ou, ainda, nas seccionais da Ordem dos Advogados do Brasil.
 
Desse modo, informamos que a Proposta de Emenda à Constituição – PEC nº 287/2016, a chamada reforma da previdência do atual governo, encontra-se em tramitação no Congresso Nacional. A proposta ainda deverá ser apreciada na Câmara dos Deputados por uma comissão especial e depois pelo Plenário, em dois turnos de votação, sendo necessários três quintos de votos favoráveis para sua aprovação. Caso seja aprovada na Câmara, a proposta seguirá para o Senado Federal, onde também deverá seguir o rito regimental de apreciação. Cabe ressaltar que o texto da proposta poderá ser alterado durante a apreciação pelo Congresso.
 
Sugerimos, portanto, que acompanhe a proposição pelo Portal por meio da ficha de tramitação da referida PEC na Câmara, disponível no link a seguir:  http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2119881 
 
Por fim, informamos que é possível se cadastrar para acompanhar o andamento de proposições na Câmara por meio do endereço acima. É necessário fazer cadastro e selecionar a proposição de interesse para acompanhamento. Sempre que houver alteração no status de tramitação da proposição, o interessado receberá aviso por e-mail.
 
Atenciosamente,
 
Câmara dos Deputados

";Resposta do Pedido;2017-04-26;;Câmara dos Deputados;Parcialmente Atendido;Finalizado;;;Legislativo;Federal;;
;170425-000234;Câmara dos Deputados;"Solicitou informação de como localizar um livro no acervo.

";Pedido;2017-04-25;;Câmara dos Deputados;Não Classificado;Finalizado;;;Legislativo;Federal;;
;170425-000234;Câmara dos Deputados;"Foi informado a localização do livro:
 
http://biblioteca2.senado.gov.br:8991/F/N725BEN4BDK2GNCL5J9VP8EV65N8XC6Q77NB1DAP3AID2PD4FD-10695?func=item-global&doc_library=SEN01&doc_number=001052622&year=&volume=&sub_library=CAM

";Resposta do Pedido;2017-04-25;;Câmara dos Deputados;Não Classificado;Finalizado;;;Legislativo;Federal;;
;170425-000261;Câmara dos Deputados;"

Solicito informações sobre a MPV 767/2017.





";Pedido;2017-04-25;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170425-000261;Câmara dos Deputados;"Sr(a) Rafael Anfanelli,



Conforme solicitado, informamos que a proposição MPV 767/2017 encontra-se Sujeita à Apreciação do Plenário .

Caso prefira acompanhar essa proposição pela internet, acesse a página neste endereço http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2122129, onde poderá também cadastrar-se no boletim eletrônico e receber as atualizações sobre a tramitação.

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados





";Resposta do Pedido;2017-04-25;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170425-000317;Câmara dos Deputados;"Prezados Srs. Permita-me o esclarecimento.



Os artigos mencionados na pergunta, tratam-se de ""Controle Externo da Licitações da UNIÃO"", e a resposta recebido no anexo é referente a ""Controle Interno"".



Neste sentido, mantenho a pergunta inicial.



Atenciosamente

Loami";Pedido;2017-04-25;;Câmara dos Deputados;Não Classificado;Finalizado;;;Legislativo;Federal;;
;170425-000317;Câmara dos Deputados;"Prezados Srs. Permita-me a informação:



De acordo com o Art. 70 e 71 da Constituição Federal de 1988, pergunto:



1- Quantas licitações foram fiscalizadas por esta casa no período dos últimos 5 anos?

2- Quais as inconsistências aferidas?

3- Existe algum ato antieconômico dos fornecedores?

4- Quais foram as sugestões de regularização?



Quem é o responsável pelo Controle Externo?



Atenciosamente

Loami";Pedido;2017-04-25;;Câmara dos Deputados;Não Classificado;Finalizado;;;Legislativo;Federal;;
;170425-000317;Câmara dos Deputados;"Senhor(a) Loami Bonifácio Junior,

Em atenção ao solicitado, esclarecemos que a sua demanda foi submetida à Secretaria de Controle Interno (Secin)da Câmara dos Deputados, que encaminhou as informações que seguem em anexo.



Em caso de dúvidas, estamos à disposição.

Atenciosamente,

Câmara dos Deputados



";Resposta do Pedido;2017-05-03;;Câmara dos Deputados;Não Classificado;Finalizado;;;Legislativo;Federal;;
;170425-000317;Câmara dos Deputados;"

Senhor(a) Loami Bonifácio Junior,



A Câmara dos Deputados agradece seu contato.



A Lei n. 12.527/2011 (Lei de Acesso a Informação - LAI), em seu artigo 15, dispõe que, no caso de indeferimento de acesso a informações ou às razões da negativa do acesso, poderá o interessado interpor recurso contra a decisão no prazo de 10 (dez) dias a contar da sua ciência.



No presente caso, a resposta à solicitação de protocolo n. #170425-000317foi enviada ao interessado no dia 03/05/2017. Consequentemente, o prazo de 10 (dez) dias para a interposição de recurso iniciou-se no dia 04/05/2017, encerrando-se em 15/05/2017. A solicitação com as razões recursais, entretanto, foi apresentada somente no dia 25/05/2017.



Dessa forma, o recurso não pode ser conhecido, uma vez que foi apresentado fora do prazo legal.



Por oportuno, informamos que o Ato da Mesa n. 45/2012, que regulamentou a aplicação da LAI no âmbito da Câmara dos Deputados, está disponível para consulta no seguinte endereço eletrônico:

http://www2.camara.leg.br/legin/int/atomes/2012/atodamesa-45-16-julho-2012-773823-norma-cd-mesa.html.



Em caso de dúvidas, estamos à disposição.



Atenciosamente,



Câmara dos Deputados





";Recurso - 1º Instância;2017-05-25;;Câmara dos Deputados;Não Classificado;Finalizado;;;Legislativo;Federal;;
;170425-000379;Câmara dos Deputados;"

Desejo saber se alguma PEC está prevista para votação hoje.





";Pedido;2017-04-25;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170425-000379;Câmara dos Deputados;"Sr(a) Luiza Darci Rosseto Rosselli,



Em atenção ao solicitado, informamos que na pauta da semana não foi encontrada nenhuma PEC que estaria sendo votada no dia de hoje. Foi informado ainda que as propostas de emenda a constituição que estavam na pauta da semana seriam discutidas em primeiro turno.

Para mais informações sobre este assunto, acesse o endereço: http://www.camara.leg.br/internet/plenario/pautadasemana/pauta_s.pdf

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados



";Resposta do Pedido;2017-04-25;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170425-000413;Câmara dos Deputados;Boa tarde, sou servidora inativa e preciso do meu informe de rendimentos. Qual o canal para solicitação (não tenho mais meu número de ponto ou senha). Grata. Vania Estrasulas de Vargas [INFORMAÇÃO PESSOAL RETIRADA];Pedido;2017-04-25;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170425-000413;Câmara dos Deputados;"Senhor(a) Vânia Estrasulas de Vargas,

A Câmara dos Deputados agradece seu contato.

Em atenção ao solicitado, esclarecemos que, a informação em questão pode ser acessada diretamente no portal da Câmara dos Deputados. No rodapé do Portal, clique no link 'Extranet'. Na tela seguinte, clique na opção 'Gestão de Pessoas' e 'Pagamento e Descontos' e, no lado esquerdo da tela, na opção 'Comprovante de Rendimentos'.
Se não possuir uma senha:
Cadastre um e-mail alternativo (sem ser o nome.nome@camara.leg.br) na Coordenação de Inativos e Pensionistas, pelos telefones (61) 3216-7290 ou 3216-7285.
Se não lembrar da senha:
Acesse www.camara.leg.br/senha 
Clique no link ""Ainda não tenho ou esqueci a senha"";
Informe seu ponto na Rede Câmara (você deve possuir um e-mail alternativo cadastrado);
Clique no botão ""Enviar solicitação"" (você receberá em seu e-mail alternativo uma mensagem com um link para cadastro de uma nova senha, com validade de 30 minutos);
Clique no link recebido e responda às 3 perguntas cadastrais que confirmam a sua identidade (Todas as letras em caixa alta - maiúsculas);
Informe a nova senha;
Confirme a alteração clicando no botão ""Alterar senha"".
Se sua senha expirou:
Informe ponto e senha antiga;
Responda às 3 perguntas cadastrais que confirmam sua identidade (letras maiúsculas);
Informe a nova senha;
Confirme a alteração clicando no botão ""Alterar senha"".
Como deve ser a nova senha?
A nova senha deve seguir as especificações abaixo:
Conter pelo menos 8 caracteres;
Conter pelo menos 1 letra e 1 número;
Pode conter caracteres especiais (acentos, barros, espaços, ""ç"", etc.)
Obs.: O sistema faz distinção entre maiúsculas e minúsculas.
Recebi mensagem ""respostas incorretas, tente novamente"" após tentar criar a senha:
Os dados informados por você provavelmente não estão de acordo com o cadastro do Sigesp.
Nesse caso, ligue para a COIPE - (61) 3216.7290 ou 3216-7285 e peça para verificar seu cadastro.
Se tudo estiver correto, ligue para (61) 3216.3636 (Central de Atendimento do CENIN).
Dúvidas: Ligar (61) 3216.3636 - Central de Atendimento do CENIN

Atenciosamente,

Câmara dos Deputados
";Resposta do Pedido;2017-04-26;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170425-000413;Câmara dos Deputados;"Senhor(a) Vânia Estrasulas de Vargas,

A Câmara dos Deputados agradece seu contato.

Em atenção ao solicitado,esclarecemos que, a informação em questão pode ser acessada diretamente no portal da Câmara dos Deputados. No rodapé do Portal, clique no link 'Extranet'. Na tela seguinte, clique na opção 'Gestão de Pessoas' e 'Pagamento e Descontos' e, no lado esquerdo da tela, na opção 'Comprovante de Rendimentos'.
Se não possuir uma senha:
Cadastre um e-mail alternativo (sem ser o nome.nome@camara.leg.br) na Coordenação de Inativos e Pensionistas, pelos telefones (61) 3216-7290 ou 3216-7285.
Se não lembrar da senha:
Acesse www.camara.leg.br/senha 
Clique no link ""Ainda não tenho ou esqueci a senha"";
Informe seu ponto na Rede Câmara (você deve possuir um e-mail alternativo cadastrado);
Clique no botão ""Enviar solicitação"" (você receberá em seu e-mail alternativo uma mensagem com um link para cadastro de uma nova senha, com validade de 30 minutos);
Clique no link recebido e responda às 3 perguntas cadastrais que confirmam a sua identidade (Todas as letras em caixa alta - maiúsculas);
Informe a nova senha;
Confirme a alteração clicando no botão ""Alterar senha"".
Se sua senha expirou:
Informe ponto e senha antiga;
Responda às 3 perguntas cadastrais que confirmam sua identidade (letras maiúsculas);
Informe a nova senha;
Confirme a alteração clicando no botão ""Alterar senha"".
Como deve ser a nova senha?
A nova senha deve seguir as especificações abaixo:
Conter pelo menos 8 caracteres;
Conter pelo menos 1 letra e 1 número;
Pode conter caracteres especiais (acentos, barros, espaços, ""ç"", etc.)
Obs.: O sistema faz distinção entre maiúsculas e minúsculas.
Recebi mensagem ""respostas incorretas, tente novamente"" após tentar criar a senha:
Os dados informados por você provavelmente não estão de acordo com o cadastro do Sigesp.
Nesse caso, ligue para a COIPE - (61) 3216.7290 ou 3216-7285 e peça para verificar seu cadastro.
Se tudo estiver correto, ligue para (61) 3216.3636 (Central de Atendimento do CENIN).
Dúvidas: Ligar (61) 3216.3636 - Central de Atendimento do CENIN";Recurso - 1º Instância;2017-04-26;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170426-000001;Câmara dos Deputados;"Prezados, 

Gostaria de ter acesso aos anais da Câmara relativos aos debates que deram origem à Emenda Constitucional nº 25/1985.";Pedido;2017-04-26;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170426-000001;Câmara dos Deputados;"Senhor Leonardo José Santiago Alves de Oliveira,

A Câmara dos Deputados agradece seu contato.

A Emenda Constitucional nº 25/1985 teve origem na Proposta de Emenda à Constituição (PEC) nº 2/1984.
Ocorre que, a essa época, as propostas de emenda à constituição eram apreciadas conjuntamente em sessão do Congresso Nacional, conforme artigo 51 da Constituição Federal de 1967 e 48 da Emenda Constitucional nº 1 de 1969. Por esse motivo, a tramitação era registrada somente nas bases do Senado Federal, responsável pelas proposições de tramitação conjunta.
A tramitação da PEC nº 2/1984 está disponível em: http://www25.senado.leg.br/web/atividade/materias/-/materia/17967 
A proposta original foi publicada no Diário do Congresso Nacional de 31/3/1984, disponível em: http://www2.camara.leg.br/legin/fed/emecon/1980-1987/emendaconstitucional-25-15-maio-1985-364956-norma-pl.html 
As discussões podem ser acompanhadas pelo Diário do Congresso Nacional, disponível em: http://legis.senado.gov.br/diarios/PublicacoesOficiais 
Caso não localize as informações de seu interesse, sugerimos contato com o Senado Federal:
http://www12.senado.leg.br/institucional/arquivo/pesquisa/pesquisa 
 

Atenciosamente,

Câmara dos Deputados
";Resposta do Pedido;2017-04-26;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170426-000016;Câmara dos Deputados;"
Solicito informações de como ter acesso aos e-mail dos deputados.


";Pedido;2017-04-26;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170426-000016;Câmara dos Deputados;"Sr(a) Ernesto Rodrigo Santos Marques,

Em atenção ao solicitado, informamos queo cidadãopode acessar o site da Câmara Federal e obter a lista completa de e-mail dos deputados
Para mais informações sobre este assunto, acesse o endereço: http://www2.camara.leg.br/deputados/pesquisa
Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente,
Câmara dos Deputados

";Resposta do Pedido;2017-04-26;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170426-000046;Câmara dos Deputados;"
Solicito o contato do Protocolo Geral da Câmara dos Deputados, para esclarecimentos de dúvidas sobre entrega de ofícios.


";Pedido;2017-04-26;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170426-000046;Câmara dos Deputados;"Sr(a) Aline Cristina de Morais Paixão,

Em atenção ao solicitado, informamos que os contatos da Seção de Protocolo Geral são 32163161 ou 32163162
Para mais informações sobre este assunto, acesse o endereço: http://www2.camara.leg.br/a-camara/estruturaadm/diretoria-administrativa/contatos
Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente,
Câmara dos Deputados

";Resposta do Pedido;2017-04-26;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170426-000048;Câmara dos Deputados;"

Solicito numero de telefone do gabinete do deputado Nelson Pellegrino.





";Pedido;2017-04-26;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170426-000048;Câmara dos Deputados;"Sr(a) Antonio das Neves Oliveira,



Em atenção ao solicitado, informamos que o contato do gabinete do deputado solicitado é 61-3215-5826

Para mais informações sobre este parlamentar, acesse o endereço: http://www.camara.leg.br/Internet/Deputado/dep_Detalhe.asp?id=74571&amp;btnPesquisar.x=9&amp;btnPesquisar.y=15&amp;btnPesquisar=OK

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados





";Resposta do Pedido;2017-04-26;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170426-000117;Câmara dos Deputados;"
Solicito o telefone do Deputado Glauber Braga.


";Pedido;2017-04-26;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170426-000117;Câmara dos Deputados;"Sr(a) Ramon Nantes Teixeira,

Em atenção ao solicitado, informamos que o contato do gabinete do deputado solicitado é (61) 3215-5362.
Para mais informações sobre este parlamentar, acesse o endereço: http://www.camara.leg.br/Internet/deputado/Dep_Detalhe.asp?id=5830397
Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente,
Câmara dos Deputados


";Resposta do Pedido;2017-04-26;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170426-000192;Câmara dos Deputados;"

Solicito informações sobre o projeto de lei que aborda sobre o funcionalismo público que vi ontem (25/04/2017) na TV Câmara em votação.





";Pedido;2017-04-26;;Câmara dos Deputados;Não Atendido;Finalizado;;;Legislativo;Federal;;
;170426-000192;Câmara dos Deputados;"Sr(a) Maria Cristina Victor,



Em atenção ao solicitado, informamos que o projeto que estava em pauta ontem era o PLP 343/2017, porém não foi localizado no inteiro teor o assunto desejado.

Para mais informações sobre este assunto, acesse o endereço: http://www.camara.leg.br/internet/ordemdodia/ordemDetalheReuniaoPle.asp?codReuniao=47087

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados



";Resposta do Pedido;2017-04-26;;Câmara dos Deputados;Não Atendido;Finalizado;;;Legislativo;Federal;;
;170426-000222;Câmara dos Deputados;"

Solicito número do gabinete deputado Celso Russomanno.





";Pedido;2017-04-26;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170426-000222;Câmara dos Deputados;"Sr(a) Ronaldo Moisés Bento,



Em atenção ao solicitado, informamos que o contato do gabinete do deputado solicitado é (61) 3215-5960.

Para mais informações sobre este parlamentar, acesse o endereço: http://www.camara.leg.br/internet/deputado/Dep_Detalhe.asp?id=5830790

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados





";Resposta do Pedido;2017-04-26;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170426-000273;Câmara dos Deputados;"

Qual anexo fica a Liderança do Governo do deputado André Moura?





";Pedido;2017-04-26;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170426-000273;Câmara dos Deputados;"Sr(a) Ilvânia Magalhães Bastos,



Em atenção ao solicitado, informamos que o Líder/Representante da Liderança do Governo é o Deputado Aguinaldo Ribeiro e seu gabinete é o 735 que fica localizado no anexo IV.

Para mais informações sobre este assunto, acesse o endereço: http://www2.camara.leg.br/deputados/liderancas-e-bancadas

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados



";Resposta do Pedido;2017-04-26;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170426-000449;Câmara dos Deputados;"Com base na Lei de Acesso à Informação, solicito as seguintes informações:

- Todas as notas fiscais apresentadas para reembolso de todos os Deputados Federais do Rio de Janeiro, em 2017. Detalhadas com valor, data e nome do emissor.";Pedido;2017-04-26;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170426-000449;Câmara dos Deputados;"Senhor(a) Marcelo Elizardo da Silva,
 
A Câmara dos Deputados agradece seu contato.
 
Em atenção ao solicitado,informamos que os dados sobre os gastos da Cota para o Exercício da Atividade Parlamentar - CEAP pode ser acessado pelo Portal da Câmara dos Deputados (www.camara.leg.br). Em Transparência, acesse Cota para Exercício da Atividade Parlamentar.
 
Nessa página, é possível pesquisar os gastos por deputado, por Legislatura e por período da despesa. Também é possível pesquisar por tipo de despesa e informações sobre o produto ou serviço associado, segue o link: http://www.camara.gov.br/cota-parlamentar/index.jsp
 
Segue, em anexo, arquivo de como pesquisar no Portal da Câmara a Cota para Exercício da Atividade Parlamentar (CEAP).
 
Além disso, seguem informações a respeito da Cota Parlamentar:
 
Cota para o Exercício da Atividade Parlamentar - CEAP - Ato da Mesa 43, de 21/05/2009 (http://www2.camara.leg.br/a-camara/estruturaadm/deapa/portal-da-posse/ato-da-mesa-43-ceap)
 
Perguntas Frequentes > Cota para o exercício da atividade parlamentar
http://www2.camara.leg.br/participe/fale-conosco/perguntas-frequentes/cota-para-o-exercicio-da-atividade-parlamentar
 
Assessoria de Imprensa > Cota Parlamentar
http://www2.camara.leg.br/comunicacao/assessoria-de-imprensa/cota-parlamentar
 
Continuamos à disposição
 
Atenciosamente,
 
Câmara dos Deputados
";Resposta do Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170427-000003;Câmara dos Deputados;"Gostaria de ter acesso a um horelite básico de um Deputado pois circula na internet o contra-cheque de um Deputado onde consta que este é isento da arrecadação do IRPF e da contribuição previdenciária.

Grato, 

Geraldo José Ferreira";Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170427-000003;Câmara dos Deputados;"Sr(a) GERALDO JOSE FERREIRA,



Em atenção ao solicitado, informamos que o portal da Câmara dos Deputados disponibiliza a consulta nominal à remuneração dos deputados federais. Acesse o seguinte link: http://www2.camara.leg.br/transpnet/consulta, coloque o nome do parlamentar de seu interesse, selecione o mês desejado e clique em ""Pesquisar"".



Para obter mais informações sobre o Quadro de Pessoal e a Estrutura Remuneratória desta Casa, acesse a página deste assunto, por meio do endereço: http://www2.camara.leg.br/transparencia/recursos-humanos/quadro-remuneratorio



Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente, 

Câmara dos Deputados";Resposta do Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170427-000035;Câmara dos Deputados;"
Solicito saber como localizar a integra do PL 6787/2016 que será enviado para o Senado Federal.


";Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170427-000035;Câmara dos Deputados;"Sr(a) Daniele de Melo,

Em atenção ao solicitado, informamos que até o momento não consta a redação final que será elaborada pela coordenação de comissões permanentes para ser enviada ao Senado Federal. Informamos ainda que seja verificado posteriormente a publicação da mesma no Portal da Câmara dos Deputados.
Para mais informações sobre este assunto, acesse o endereço: http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2122076
Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente,
Câmara dos Deputados

";Resposta do Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170427-000049;Câmara dos Deputados;"Solicito saber se já encontrasse disponível no site da Casa a redação final do PL 6787/2016.





";Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170427-000049;Câmara dos Deputados;"Sr(a) Fabricia Constacia Jacob,



Em atenção ao solicitado, informamos que o PL 6787/2016 foi encaminhado para a coordenação das comissões permanentes para ser finalizado e será encaminhado para o Senado Federal.

Para mais informações sobre este assunto, acesse o endereço: http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2122076

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados



";Resposta do Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170427-000070;Câmara dos Deputados;"Solicito o telefone do gabinete do deputado Marcelo Aro.



";Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170427-000070;Câmara dos Deputados;"Sr(a) Davydson Cristian Cerqueira Leal,



Em atenção ao solicitado, informamos que o contato do gabinete do deputado solicitado é (61) 3215-5280.

Para mais informações sobre este parlamentar, acesse o endereço: http://www.camara.leg.br/internet/deputado/Dep_Detalhe.asp?id=5830596

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados





";Resposta do Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170427-000073;Câmara dos Deputados;"

Solicito informação se PEC 287/2016, já foi aprovada.





";Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
